Price,Year,Postcode,Town/City,County
360250,2021,BS2 0NR,BRISTOL,CITY OF BRISTOL
568500,2021,BS8 2AY,BRISTOL,CITY OF BRISTOL
297500,2021,BS3 2RE,BRISTOL,CITY OF BRISTOL
985000,2021,BS9 4EA,BRISTOL,CITY OF BRISTOL
166000,2021,BS13 7SY,BRISTOL,CITY OF BRISTOL
380000,2021,BS5 6FB,BRISTOL,CITY OF BRISTOL
178500,2021,BS14 0FB,BRISTOL,CITY OF BRISTOL
850000,2021,BS9 2BQ,BRISTOL,CITY OF BRISTOL
193000,2021,BS15 1NW,BRISTOL,CITY OF BRISTOL
220000,2021,BS13 7AZ,BRISTOL,CITY OF BRISTOL
270000,2021,BS1 4TB,BRISTOL,CITY OF BRISTOL
395000,2021,BS4 4LA,BRISTOL,CITY OF BRISTOL
193000,2021,BS10 7EY,BRISTOL,CITY OF BRISTOL
330000,2021,BS4 3AQ,BRISTOL,CITY OF BRISTOL
358000,2021,BS15 1FG,BRISTOL,CITY OF BRISTOL
295000,2021,BS16 1BW,BRISTOL,CITY OF BRISTOL
160000,2021,BS5 7XT,BRISTOL,CITY OF BRISTOL
108000,2021,BS4 3AT,BRISTOL,CITY OF BRISTOL
350000,2021,BS4 3AR,BRISTOL,CITY OF BRISTOL
340000,2021,BS5 9HJ,BRISTOL,CITY OF BRISTOL
173000,2021,BS10 6QS,BRISTOL,CITY OF BRISTOL
557005,2021,BS6 6YJ,BRISTOL,CITY OF BRISTOL
312000,2021,BS15 8AA,BRISTOL,CITY OF BRISTOL
195000,2021,BS3 5AL,BRISTOL,CITY OF BRISTOL
216000,2021,BS8 4PX,BRISTOL,CITY OF BRISTOL
345000,2021,BS13 7BU,BRISTOL,CITY OF BRISTOL
867000,2021,BS9 2BD,BRISTOL,CITY OF BRISTOL
356000,2021,BS7 8PR,BRISTOL,CITY OF BRISTOL
323000,2021,BS4 4DJ,BRISTOL,CITY OF BRISTOL
100000,2021,BS1 6PB,BRISTOL,CITY OF BRISTOL
240000,2021,BS6 5EA,BRISTOL,CITY OF BRISTOL
162000,2021,BS4 4PA,BRISTOL,CITY OF BRISTOL
312000,2021,BS4 4LA,BRISTOL,CITY OF BRISTOL
530000,2021,BS8 4SX,BRISTOL,CITY OF BRISTOL
290000,2021,BS7 9AR,BRISTOL,CITY OF BRISTOL
500000,2021,BS8 2UD,BRISTOL,CITY OF BRISTOL
575000,2021,BS9 2RX,BRISTOL,CITY OF BRISTOL
435000,2021,BS4 3QU,BRISTOL,CITY OF BRISTOL
215000,2021,BS4 3PG,BRISTOL,CITY OF BRISTOL
179000,2021,BS5 7TB,BRISTOL,CITY OF BRISTOL
195000,2021,BS7 0QA,BRISTOL,CITY OF BRISTOL
130000,2021,BS2 8LL,BRISTOL,CITY OF BRISTOL
385000,2021,BS2 9TN,BRISTOL,CITY OF BRISTOL
143000,2021,BS10 6TP,BRISTOL,CITY OF BRISTOL
470000,2021,BS6 6YP,BRISTOL,CITY OF BRISTOL
655000,2021,BS6 5EW,BRISTOL,CITY OF BRISTOL
585000,2021,BS1 6LA,BRISTOL,CITY OF BRISTOL
287000,2021,BS5 8NS,BRISTOL,CITY OF BRISTOL
415000,2021,BS3 4LE,BRISTOL,CITY OF BRISTOL
425000,2021,BS8 2DE,BRISTOL,CITY OF BRISTOL
420000,2021,BS1 4RL,BRISTOL,CITY OF BRISTOL
397000,2021,BS5 6DZ,BRISTOL,CITY OF BRISTOL
328000,2021,BS7 9DZ,BRISTOL,CITY OF BRISTOL
275000,2021,BS16 2BS,BRISTOL,CITY OF BRISTOL
250000,2021,BS4 1SH,BRISTOL,CITY OF BRISTOL
265000,2021,BS5 9AJ,BRISTOL,CITY OF BRISTOL
180500,2021,BS10 6LN,BRISTOL,CITY OF BRISTOL
310500,2021,BS7 9SL,BRISTOL,CITY OF BRISTOL
360000,2021,BS5 7UT,BRISTOL,CITY OF BRISTOL
310000,2021,BS5 7LN,BRISTOL,CITY OF BRISTOL
275500,2021,BS15 1DD,BRISTOL,CITY OF BRISTOL
238000,2021,BS5 6JA,BRISTOL,CITY OF BRISTOL
130000,2021,BS16 2NQ,BRISTOL,CITY OF BRISTOL
519950,2021,BS3 1DU,BRISTOL,CITY OF BRISTOL
665000,2021,BS9 4DE,BRISTOL,CITY OF BRISTOL
262300,2021,BS5 9QW,BRISTOL,CITY OF BRISTOL
492500,2021,BS3 1DU,BRISTOL,CITY OF BRISTOL
351000,2021,BS3 4UA,BRISTOL,CITY OF BRISTOL
135000,2021,BS15 8EE,BRISTOL,CITY OF BRISTOL
310000,2021,BS4 2UP,BRISTOL,CITY OF BRISTOL
182500,2021,BS6 7RQ,BRISTOL,CITY OF BRISTOL
680500,2021,BS4 2NG,BRISTOL,CITY OF BRISTOL
185000,2021,BS11 0DJ,BRISTOL,CITY OF BRISTOL
292500,2021,BS11 9XF,BRISTOL,CITY OF BRISTOL
250000,2021,BS10 7NH,BRISTOL,CITY OF BRISTOL
370000,2021,BS4 3AR,BRISTOL,CITY OF BRISTOL
250000,2021,BS13 7BF,BRISTOL,CITY OF BRISTOL
509000,2021,BS9 3ED,BRISTOL,CITY OF BRISTOL
342000,2021,BS3 5DW,BRISTOL,CITY OF BRISTOL
366000,2021,BS1 2NR,BRISTOL,CITY OF BRISTOL
300000,2021,BS7 0AQ,BRISTOL,CITY OF BRISTOL
318500,2021,BS3 4PJ,BRISTOL,CITY OF BRISTOL
212000,2021,BS4 1FD,BRISTOL,CITY OF BRISTOL
205000,2021,BS2 0JT,BRISTOL,CITY OF BRISTOL
325000,2021,BS7 9FG,BRISTOL,CITY OF BRISTOL
287000,2021,BS11 0DZ,BRISTOL,CITY OF BRISTOL
210000,2021,BS4 3RP,BRISTOL,CITY OF BRISTOL
239900,2021,BS14 8QF,BRISTOL,CITY OF BRISTOL
440050,2021,BS5 8HT,BRISTOL,CITY OF BRISTOL
330000,2021,BS3 1EG,BRISTOL,CITY OF BRISTOL
245500,2021,BS13 7QE,BRISTOL,CITY OF BRISTOL
315000,2021,BS5 7JJ,BRISTOL,CITY OF BRISTOL
225000,2021,BS10 6PQ,BRISTOL,CITY OF BRISTOL
381500,2021,BS7 0NW,BRISTOL,CITY OF BRISTOL
179950,2021,BS5 6SD,BRISTOL,CITY OF BRISTOL
159999,2021,BS5 6SD,BRISTOL,CITY OF BRISTOL
206500,2021,BS2 0HP,BRISTOL,CITY OF BRISTOL
281000,2021,BS13 7QW,BRISTOL,CITY OF BRISTOL
288275,2021,BS5 9BG,BRISTOL,CITY OF BRISTOL
145000,2021,BS14 8ED,BRISTOL,CITY OF BRISTOL
499995,2021,BS7 8QN,BRISTOL,CITY OF BRISTOL
257000,2021,BS9 3AH,BRISTOL,CITY OF BRISTOL
302000,2021,BS14 0DJ,BRISTOL,CITY OF BRISTOL
258000,2021,BS9 3PB,BRISTOL,CITY OF BRISTOL
265000,2021,BS4 1PP,BRISTOL,CITY OF BRISTOL
372500,2021,BS7 0NJ,BRISTOL,CITY OF BRISTOL
236500,2021,BS7 0NQ,BRISTOL,CITY OF BRISTOL
225000,2021,BS8 2BQ,BRISTOL,CITY OF BRISTOL
220000,2021,BS1 5QP,BRISTOL,CITY OF BRISTOL
255000,2021,BS8 2AB,BRISTOL,CITY OF BRISTOL
275000,2021,BS11 9SS,BRISTOL,CITY OF BRISTOL
195000,2021,BS7 0LL,BRISTOL,CITY OF BRISTOL
189000,2021,BS5 7QG,BRISTOL,CITY OF BRISTOL
790000,2021,BS8 4LT,BRISTOL,CITY OF BRISTOL
375000,2021,BS7 0NX,BRISTOL,CITY OF BRISTOL
427600,2021,BS3 1LU,BRISTOL,CITY OF BRISTOL
330500,2021,BS7 0NG,BRISTOL,CITY OF BRISTOL
340000,2021,BS4 3RD,BRISTOL,CITY OF BRISTOL
273000,2021,BS13 7RY,BRISTOL,CITY OF BRISTOL
238620,2021,BS16 2HJ,BRISTOL,CITY OF BRISTOL
167500,2021,BS5 8NT,BRISTOL,CITY OF BRISTOL
250500,2021,BS5 6LJ,BRISTOL,CITY OF BRISTOL
482000,2021,BS9 2EP,BRISTOL,CITY OF BRISTOL
175000,2021,BS10 7BP,BRISTOL,CITY OF BRISTOL
500000,2021,BS3 1NJ,BRISTOL,CITY OF BRISTOL
275500,2021,BS6 6NY,BRISTOL,CITY OF BRISTOL
190000,2021,BS10 6EJ,BRISTOL,CITY OF BRISTOL
295000,2021,BS4 2RU,BRISTOL,CITY OF BRISTOL
1151100,2021,BS6 7LX,BRISTOL,CITY OF BRISTOL
965000,2021,BS9 3UU,BRISTOL,CITY OF BRISTOL
535000,2021,BS4 2PS,BRISTOL,CITY OF BRISTOL
282000,2021,BS10 6LH,BRISTOL,CITY OF BRISTOL
635000,2021,BS9 1RJ,BRISTOL,CITY OF BRISTOL
379000,2021,BS7 0XA,BRISTOL,CITY OF BRISTOL
430000,2021,BS3 4NZ,BRISTOL,CITY OF BRISTOL
622500,2021,BS9 4SS,BRISTOL,CITY OF BRISTOL
489150,2021,BS8 2SS,BRISTOL,CITY OF BRISTOL
308000,2021,BS16 3ES,BRISTOL,CITY OF BRISTOL
306750,2021,BS4 3BA,BRISTOL,CITY OF BRISTOL
310000,2021,BS5 6XN,BRISTOL,CITY OF BRISTOL
390000,2021,BS7 9PT,BRISTOL,CITY OF BRISTOL
393000,2021,BS5 6JZ,BRISTOL,CITY OF BRISTOL
100000,2021,BS3 2SY,BRISTOL,CITY OF BRISTOL
347500,2021,BS3 4TT,BRISTOL,CITY OF BRISTOL
325000,2021,BS5 9DN,BRISTOL,CITY OF BRISTOL
380000,2021,BS9 1DF,BRISTOL,CITY OF BRISTOL
780000,2021,BS3 1DR,BRISTOL,CITY OF BRISTOL
335000,2021,BS3 5EH,BRISTOL,CITY OF BRISTOL
775000,2021,BS3 1DR,BRISTOL,CITY OF BRISTOL
800000,2021,BS3 1DR,BRISTOL,CITY OF BRISTOL
312995,2021,BS4 1FJ,BRISTOL,CITY OF BRISTOL
719555,2021,BS6 6BJ,BRISTOL,CITY OF BRISTOL
399950,2021,BS3 2DG,BRISTOL,CITY OF BRISTOL
393119,2021,BS7 0BZ,BRISTOL,CITY OF BRISTOL
255000,2021,BS13 7NS,BRISTOL,CITY OF BRISTOL
352000,2021,BS5 6DQ,BRISTOL,CITY OF BRISTOL
750000,2021,BS7 8HR,BRISTOL,CITY OF BRISTOL
222500,2021,BS5 9DS,BRISTOL,CITY OF BRISTOL
850000,2021,BS3 1DR,BRISTOL,CITY OF BRISTOL
560000,2021,BS5 8BJ,BRISTOL,CITY OF BRISTOL
230000,2021,BS2 8RQ,BRISTOL,CITY OF BRISTOL
387500,2021,BS5 6EJ,BRISTOL,CITY OF BRISTOL
80000,2021,BS6 6YS,BRISTOL,CITY OF BRISTOL
220000,2021,BS2 8RQ,BRISTOL,CITY OF BRISTOL
215000,2021,BS2 8RQ,BRISTOL,CITY OF BRISTOL
240000,2021,BS2 8RQ,BRISTOL,CITY OF BRISTOL
132750,2021,BS14 0TL,BRISTOL,CITY OF BRISTOL
160000,2021,BS2 8RQ,BRISTOL,CITY OF BRISTOL
220000,2021,BS11 0LP,BRISTOL,CITY OF BRISTOL
275000,2021,BS4 1JT,BRISTOL,CITY OF BRISTOL
135000,2021,BS7 9BE,BRISTOL,CITY OF BRISTOL
330000,2021,BS7 9LP,BRISTOL,CITY OF BRISTOL
200000,2021,BS1 6HH,BRISTOL,CITY OF BRISTOL
90000,2021,BS10 6AR,BRISTOL,CITY OF BRISTOL
407500,2021,BS6 7LN,BRISTOL,CITY OF BRISTOL
270000,2021,BS5 8RX,BRISTOL,CITY OF BRISTOL
290000,2021,BS16 2DU,BRISTOL,CITY OF BRISTOL
270000,2021,BS9 2AX,BRISTOL,CITY OF BRISTOL
280000,2021,BS3 2QD,BRISTOL,CITY OF BRISTOL
725000,2021,BS9 1RW,BRISTOL,CITY OF BRISTOL
230000,2021,BS13 0QX,BRISTOL,CITY OF BRISTOL
580000,2021,BS7 9DY,BRISTOL,CITY OF BRISTOL
305000,2021,BS13 8HJ,BRISTOL,CITY OF BRISTOL
325250,2021,BS7 9RX,BRISTOL,CITY OF BRISTOL
349950,2021,BS4 5DH,BRISTOL,CITY OF BRISTOL
2900000,2021,BS8 3EW,BRISTOL,CITY OF BRISTOL
295000,2021,BS14 8AN,BRISTOL,CITY OF BRISTOL
295000,2021,BS5 8DL,BRISTOL,CITY OF BRISTOL
507850,2021,BS4 2EX,BRISTOL,CITY OF BRISTOL
797000,2021,BS3 1PD,BRISTOL,CITY OF BRISTOL
370000,2021,BS6 7RH,BRISTOL,CITY OF BRISTOL
510000,2021,BS7 8PX,BRISTOL,CITY OF BRISTOL
425000,2021,BS14 0JQ,BRISTOL,CITY OF BRISTOL
402000,2021,BS10 5AS,BRISTOL,CITY OF BRISTOL
349000,2021,BS6 5SJ,BRISTOL,CITY OF BRISTOL
260750,2021,BS15 1NF,BRISTOL,CITY OF BRISTOL
290000,2021,BS10 5LH,BRISTOL,CITY OF BRISTOL
257000,2021,BS5 7LG,BRISTOL,CITY OF BRISTOL
475000,2021,BS6 5NA,BRISTOL,CITY OF BRISTOL
343500,2021,BS8 2LT,BRISTOL,CITY OF BRISTOL
610000,2021,BS1 6SX,BRISTOL,CITY OF BRISTOL
200000,2021,BS11 9ET,BRISTOL,CITY OF BRISTOL
335000,2021,BS3 3AG,BRISTOL,CITY OF BRISTOL
350000,2021,BS8 3HZ,BRISTOL,CITY OF BRISTOL
243500,2021,BS4 1QT,BRISTOL,CITY OF BRISTOL
245000,2021,BS3 5AD,BRISTOL,CITY OF BRISTOL
420000,2021,BS7 0BX,BRISTOL,CITY OF BRISTOL
370000,2021,BS4 3BU,BRISTOL,CITY OF BRISTOL
241950,2021,BS16 4FB,BRISTOL,CITY OF BRISTOL
300000,2021,BS5 9BL,BRISTOL,CITY OF BRISTOL
405000,2021,BS6 7YJ,BRISTOL,CITY OF BRISTOL
316000,2021,BS5 7QT,BRISTOL,CITY OF BRISTOL
1007500,2021,BS7 8JJ,BRISTOL,CITY OF BRISTOL
395000,2021,BS4 5AA,BRISTOL,CITY OF BRISTOL
365000,2021,BS7 0UG,BRISTOL,CITY OF BRISTOL
470000,2021,BS3 3BZ,BRISTOL,CITY OF BRISTOL
483800,2021,BS2 8LS,BRISTOL,CITY OF BRISTOL
816000,2021,BS6 6JY,BRISTOL,CITY OF BRISTOL
305000,2021,BS10 7PH,BRISTOL,CITY OF BRISTOL
287250,2021,BS16 2EF,BRISTOL,CITY OF BRISTOL
295000,2021,BS5 8TF,BRISTOL,CITY OF BRISTOL
354780,2021,BS5 7EE,BRISTOL,CITY OF BRISTOL
265000,2021,BS11 9SR,BRISTOL,CITY OF BRISTOL
275000,2021,BS4 3QZ,BRISTOL,CITY OF BRISTOL
288000,2021,BS11 9TD,BRISTOL,CITY OF BRISTOL
236000,2021,BS4 4TS,BRISTOL,CITY OF BRISTOL
650000,2021,BS9 2RX,BRISTOL,CITY OF BRISTOL
545000,2021,BS9 4PP,BRISTOL,CITY OF BRISTOL
310000,2021,BS14 0ED,BRISTOL,CITY OF BRISTOL
235000,2021,BS9 3HX,BRISTOL,CITY OF BRISTOL
352000,2021,BS5 6DU,BRISTOL,CITY OF BRISTOL
254000,2021,BS4 5HE,BRISTOL,CITY OF BRISTOL
280000,2021,BS14 0LJ,BRISTOL,CITY OF BRISTOL
217000,2021,BS13 0DQ,BRISTOL,CITY OF BRISTOL
382500,2021,BS13 8HX,BRISTOL,CITY OF BRISTOL
323000,2021,BS5 7NU,BRISTOL,CITY OF BRISTOL
650000,2021,BS6 7XS,BRISTOL,CITY OF BRISTOL
325000,2021,BS5 8HR,BRISTOL,CITY OF BRISTOL
312000,2021,BS8 1LH,BRISTOL,CITY OF BRISTOL
275000,2021,BS10 6NT,BRISTOL,CITY OF BRISTOL
165000,2021,BS14 9DR,BRISTOL,CITY OF BRISTOL
650000,2021,BS16 1JL,BRISTOL,CITY OF BRISTOL
347000,2021,BS3 3LS,BRISTOL,CITY OF BRISTOL
310000,2021,BS4 4AT,BRISTOL,CITY OF BRISTOL
245000,2021,BS3 2PY,BRISTOL,CITY OF BRISTOL
280000,2021,BS3 1DQ,BRISTOL,CITY OF BRISTOL
220000,2021,BS8 4EH,BRISTOL,CITY OF BRISTOL
480000,2021,BS9 1PZ,BRISTOL,CITY OF BRISTOL
248000,2021,BS15 1HX,BRISTOL,CITY OF BRISTOL
230000,2021,BS13 8PW,BRISTOL,CITY OF BRISTOL
284000,2021,BS5 9DU,BRISTOL,CITY OF BRISTOL
825000,2021,BS9 4HR,BRISTOL,CITY OF BRISTOL
757500,2021,BS6 7HJ,BRISTOL,CITY OF BRISTOL
550000,2021,BS4 4HU,BRISTOL,CITY OF BRISTOL
262500,2021,BS14 0RD,BRISTOL,CITY OF BRISTOL
389500,2021,BS5 6HB,BRISTOL,CITY OF BRISTOL
660000,2021,BS8 4RW,BRISTOL,CITY OF BRISTOL
310000,2021,BS10 7PA,BRISTOL,CITY OF BRISTOL
296000,2021,BS9 2EF,BRISTOL,CITY OF BRISTOL
240000,2021,BS14 8DL,BRISTOL,CITY OF BRISTOL
320000,2021,BS11 9UL,BRISTOL,CITY OF BRISTOL
337500,2021,BS13 8EQ,BRISTOL,CITY OF BRISTOL
220000,2021,BS11 9NN,BRISTOL,CITY OF BRISTOL
187000,2021,BS13 7SF,BRISTOL,CITY OF BRISTOL
275000,2021,BS13 8BW,BRISTOL,CITY OF BRISTOL
315000,2021,BS5 6QE,BRISTOL,CITY OF BRISTOL
325000,2021,BS16 5AP,BRISTOL,CITY OF BRISTOL
350000,2021,BS14 0NN,BRISTOL,CITY OF BRISTOL
315000,2021,BS13 7QU,BRISTOL,CITY OF BRISTOL
402750,2021,BS3 3BP,BRISTOL,CITY OF BRISTOL
250000,2021,BS14 0LE,BRISTOL,CITY OF BRISTOL
272000,2021,BS16 3SL,BRISTOL,CITY OF BRISTOL
270000,2021,BS14 0AJ,BRISTOL,CITY OF BRISTOL
135000,2021,BS10 5RJ,BRISTOL,CITY OF BRISTOL
290000,2021,BS4 4SR,BRISTOL,CITY OF BRISTOL
726500,2021,BS7 9AD,BRISTOL,CITY OF BRISTOL
1411000,2021,BS9 1SD,BRISTOL,CITY OF BRISTOL
375000,2021,BS3 4NS,BRISTOL,CITY OF BRISTOL
288000,2021,BS13 8EF,BRISTOL,CITY OF BRISTOL
328000,2021,BS8 2NQ,BRISTOL,CITY OF BRISTOL
399000,2021,BS3 3JT,BRISTOL,CITY OF BRISTOL
247500,2021,BS15 1HZ,BRISTOL,CITY OF BRISTOL
552000,2021,BS7 8SA,BRISTOL,CITY OF BRISTOL
230000,2021,BS4 3TA,BRISTOL,CITY OF BRISTOL
333400,2021,BS3 4SD,BRISTOL,CITY OF BRISTOL
415000,2021,BS8 2DD,BRISTOL,CITY OF BRISTOL
200000,2021,BS13 9RE,BRISTOL,CITY OF BRISTOL
456000,2021,BS2 9UG,BRISTOL,CITY OF BRISTOL
210000,2021,BS16 1JS,BRISTOL,CITY OF BRISTOL
285000,2021,BS15 1NQ,BRISTOL,CITY OF BRISTOL
455000,2021,BS7 0UT,BRISTOL,CITY OF BRISTOL
510000,2021,BS6 7TF,BRISTOL,CITY OF BRISTOL
187500,2021,BS1 6DD,BRISTOL,CITY OF BRISTOL
290000,2021,BS10 5EX,BRISTOL,CITY OF BRISTOL
310000,2021,BS4 4RG,BRISTOL,CITY OF BRISTOL
290000,2021,BS3 2QQ,BRISTOL,CITY OF BRISTOL
525000,2021,BS2 8BL,BRISTOL,CITY OF BRISTOL
495000,2021,BS16 2DH,BRISTOL,CITY OF BRISTOL
298000,2021,BS14 9DN,BRISTOL,CITY OF BRISTOL
390000,2021,BS16 2JL,BRISTOL,CITY OF BRISTOL
385000,2021,BS16 5BP,BRISTOL,CITY OF BRISTOL
484750,2021,BS3 5DZ,BRISTOL,CITY OF BRISTOL
350000,2021,BS5 8NT,BRISTOL,CITY OF BRISTOL
335000,2021,BS11 9PU,BRISTOL,CITY OF BRISTOL
560000,2021,BS16 1DB,BRISTOL,CITY OF BRISTOL
235200,2021,BS15 1DT,BRISTOL,CITY OF BRISTOL
208000,2021,BS3 4LZ,BRISTOL,CITY OF BRISTOL
355000,2021,BS4 3HX,BRISTOL,CITY OF BRISTOL
265500,2021,BS5 9EB,BRISTOL,CITY OF BRISTOL
260000,2021,BS13 7EQ,BRISTOL,CITY OF BRISTOL
147000,2021,BS10 5HE,BRISTOL,CITY OF BRISTOL
225000,2021,BS14 8BD,BRISTOL,CITY OF BRISTOL
460000,2021,BS13 8HS,BRISTOL,CITY OF BRISTOL
233000,2021,BS14 8NW,BRISTOL,CITY OF BRISTOL
180000,2021,BS14 9JP,BRISTOL,CITY OF BRISTOL
300000,2021,BS11 9YD,BRISTOL,CITY OF BRISTOL
257800,2021,BS4 1SE,BRISTOL,CITY OF BRISTOL
350000,2021,BS5 9HQ,BRISTOL,CITY OF BRISTOL
405250,2021,BS7 9PU,BRISTOL,CITY OF BRISTOL
440000,2021,BS3 1DR,BRISTOL,CITY OF BRISTOL
485000,2021,BS7 9LF,BRISTOL,CITY OF BRISTOL
267500,2021,BS5 8SE,BRISTOL,CITY OF BRISTOL
290000,2021,BS4 5AH,BRISTOL,CITY OF BRISTOL
525000,2021,BS8 3AU,BRISTOL,CITY OF BRISTOL
990000,2021,BS9 4DP,BRISTOL,CITY OF BRISTOL
173750,2021,BS4 3JY,BRISTOL,CITY OF BRISTOL
196000,2021,BS10 7QA,BRISTOL,CITY OF BRISTOL
325000,2021,BS10 6JW,BRISTOL,CITY OF BRISTOL
280000,2021,BS5 7DR,BRISTOL,CITY OF BRISTOL
474000,2021,BS8 1DX,BRISTOL,CITY OF BRISTOL
300000,2021,BS5 9QG,BRISTOL,CITY OF BRISTOL
371250,2021,BS4 3RN,BRISTOL,CITY OF BRISTOL
242000,2021,BS13 8PL,BRISTOL,CITY OF BRISTOL
279000,2021,BS3 2SP,BRISTOL,CITY OF BRISTOL
245000,2021,BS4 1JJ,BRISTOL,CITY OF BRISTOL
331000,2021,BS13 8DA,BRISTOL,CITY OF BRISTOL
440000,2021,BS4 2JW,BRISTOL,CITY OF BRISTOL
290000,2021,BS9 2LE,BRISTOL,CITY OF BRISTOL
304000,2021,BS6 6XH,BRISTOL,CITY OF BRISTOL
387150,2021,BS6 5LH,BRISTOL,CITY OF BRISTOL
345000,2021,BS2 9UW,BRISTOL,CITY OF BRISTOL
612500,2021,BS7 8NW,BRISTOL,CITY OF BRISTOL
232500,2021,BS10 5SL,BRISTOL,CITY OF BRISTOL
228000,2021,BS10 6TJ,BRISTOL,CITY OF BRISTOL
225000,2021,BS3 3PU,BRISTOL,CITY OF BRISTOL
538000,2021,BS6 5HX,BRISTOL,CITY OF BRISTOL
288500,2021,BS9 4UL,BRISTOL,CITY OF BRISTOL
307500,2021,BS7 9AT,BRISTOL,CITY OF BRISTOL
277000,2021,BS16 3NU,BRISTOL,CITY OF BRISTOL
895000,2021,BS6 6DS,BRISTOL,CITY OF BRISTOL
238000,2021,BS14 0AP,BRISTOL,CITY OF BRISTOL
520770,2021,BS3 4NZ,BRISTOL,CITY OF BRISTOL
535100,2021,BS9 1TB,BRISTOL,CITY OF BRISTOL
317000,2021,BS2 0LR,BRISTOL,CITY OF BRISTOL
215000,2021,BS7 0QA,BRISTOL,CITY OF BRISTOL
344350,2021,BS2 9QX,BRISTOL,CITY OF BRISTOL
164500,2021,BS7 0HB,BRISTOL,CITY OF BRISTOL
446500,2021,BS8 2JB,BRISTOL,CITY OF BRISTOL
85000,2021,BS5 9LR,BRISTOL,CITY OF BRISTOL
285000,2021,BS8 2EJ,BRISTOL,CITY OF BRISTOL
765000,2021,BS6 7DQ,BRISTOL,CITY OF BRISTOL
267000,2021,BS11 9JR,BRISTOL,CITY OF BRISTOL
420150,2021,BS7 8RH,BRISTOL,CITY OF BRISTOL
307500,2021,BS4 4BA,BRISTOL,CITY OF BRISTOL
363500,2021,BS5 9NL,BRISTOL,CITY OF BRISTOL
230000,2021,BS1 6LF,BRISTOL,CITY OF BRISTOL
235000,2021,BS14 9UD,BRISTOL,CITY OF BRISTOL
170000,2021,BS15 1TA,BRISTOL,CITY OF BRISTOL
205000,2021,BS8 4NQ,BRISTOL,CITY OF BRISTOL
180000,2021,BS15 1TB,BRISTOL,CITY OF BRISTOL
185000,2021,BS3 5BH,BRISTOL,CITY OF BRISTOL
475000,2021,BS7 8QZ,BRISTOL,CITY OF BRISTOL
184950,2021,BS10 6JU,BRISTOL,CITY OF BRISTOL
180000,2021,BS1 1RU,BRISTOL,CITY OF BRISTOL
406000,2021,BS3 3ER,BRISTOL,CITY OF BRISTOL
477000,2021,BS3 3PW,BRISTOL,CITY OF BRISTOL
240000,2021,BS3 5BL,BRISTOL,CITY OF BRISTOL
245000,2021,BS11 9NX,BRISTOL,CITY OF BRISTOL
200000,2021,BS6 5NE,BRISTOL,CITY OF BRISTOL
296000,2021,BS4 4HT,BRISTOL,CITY OF BRISTOL
230000,2021,BS14 0NW,BRISTOL,CITY OF BRISTOL
285000,2021,BS15 8AW,BRISTOL,CITY OF BRISTOL
215000,2021,BS7 8AB,BRISTOL,CITY OF BRISTOL
440000,2021,BS14 9AN,BRISTOL,CITY OF BRISTOL
195000,2021,BS2 0EH,BRISTOL,CITY OF BRISTOL
501117,2021,BS6 6WB,BRISTOL,CITY OF BRISTOL
855000,2021,BS7 8JR,BRISTOL,CITY OF BRISTOL
300000,2021,BS3 2QU,BRISTOL,CITY OF BRISTOL
310000,2021,BS6 6LT,BRISTOL,CITY OF BRISTOL
450000,2021,BS5 6HP,BRISTOL,CITY OF BRISTOL
445000,2021,BS8 4HH,BRISTOL,CITY OF BRISTOL
485000,2021,BS9 4BL,BRISTOL,CITY OF BRISTOL
151000,2021,BS4 4AU,BRISTOL,CITY OF BRISTOL
260000,2021,BS15 1EW,BRISTOL,CITY OF BRISTOL
285000,2021,BS16 4BU,BRISTOL,CITY OF BRISTOL
378000,2021,BS5 6HG,BRISTOL,CITY OF BRISTOL
312500,2021,BS4 4PD,BRISTOL,CITY OF BRISTOL
167500,2021,BS6 5PT,BRISTOL,CITY OF BRISTOL
420000,2021,BS3 1EF,BRISTOL,CITY OF BRISTOL
162000,2021,BS5 9NH,BRISTOL,CITY OF BRISTOL
210000,2021,BS2 8UH,BRISTOL,CITY OF BRISTOL
290000,2021,BS5 7LQ,BRISTOL,CITY OF BRISTOL
481000,2021,BS3 4TN,BRISTOL,CITY OF BRISTOL
205250,2021,BS5 0AA,BRISTOL,CITY OF BRISTOL
300000,2021,BS16 5DG,BRISTOL,CITY OF BRISTOL
485000,2021,BS8 1AA,BRISTOL,CITY OF BRISTOL
272000,2021,BS5 6QL,BRISTOL,CITY OF BRISTOL
540000,2021,BS3 1LG,BRISTOL,CITY OF BRISTOL
435000,2021,BS3 2DJ,BRISTOL,CITY OF BRISTOL
323000,2021,BS16 2BW,BRISTOL,CITY OF BRISTOL
420000,2021,BS5 6TL,BRISTOL,CITY OF BRISTOL
820000,2021,BS9 4DU,BRISTOL,CITY OF BRISTOL
240000,2021,BS5 0NG,BRISTOL,CITY OF BRISTOL
1250000,2021,BS9 1RE,BRISTOL,CITY OF BRISTOL
850000,2021,BS6 7XS,BRISTOL,CITY OF BRISTOL
820000,2021,BS9 1HN,BRISTOL,CITY OF BRISTOL
500000,2021,BS3 2EQ,BRISTOL,CITY OF BRISTOL
361150,2021,BS14 8SS,BRISTOL,CITY OF BRISTOL
510000,2021,BS4 2HA,BRISTOL,CITY OF BRISTOL
325000,2021,BS3 1LH,BRISTOL,CITY OF BRISTOL
543600,2021,BS9 1NA,BRISTOL,CITY OF BRISTOL
